frame_len;vlan_id;ip_len;ip_flags_df;ip_ttl;x_ws_expert_severity;tcp_srcport;tcp_dstport;tcp_len;tcp_hdr_len;tcp_window_size_value;tcp_pdu_size;x104apci_apdulen;x104apci_tx;x104apci_rx;x104asdu_typeid;x104asdu_causetx;attack
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;38;2097152;58309;8437;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47232;5684;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;56968;25413;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;56968;46108;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;59;2097152;47232;12922;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;58309;8838;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;55;2097152;56968;6026;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;57;2097152;47232;56723;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;42;2097152;58309;61100;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;47232;40673;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;45;2097152;58309;52500;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16452;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;47232;28147;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;57;2097152;56968;46138;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;58309;53947;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;47232;35120;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;56968;60884;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;56968;61172;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;58309;52924;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;47232;45747;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;58309;48859;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;56968;64603;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;57;2097152;47232;33103;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;58309;37595;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;56968;63365;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;47232;19195;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;58309;15494;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;47232;15772;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;56968;17521;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58309;50288;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;56968;55439;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16452;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;58308;42998;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;56967;38741;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47233;5684;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;58308;10119;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;56967;15178;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;47233;12922;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;56967;4216;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;58308;35728;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;47233;56723;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;58308;1036;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;47233;40673;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;55;2097152;58308;36641;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;56967;51054;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;47233;28147;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;56967;57696;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;47233;35120;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;56;2097152;58308;7216;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;42;2097152;56967;20065;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;47233;45747;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;55;2097152;58308;18708;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;56967;59528;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47233;33103;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;58308;31465;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;56967;8221;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;47233;19195;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;59;2097152;58308;16648;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;55;2097152;47233;15772;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;40;2097152;56967;59611;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;43;2097152;58308;5797;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;56967;58076;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16452;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;56968;38741;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;58309;42998;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;38;2097152;47232;50908;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;56968;15178;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;58309;10119;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;47232;34695;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58309;35728;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;56968;4216;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;47232;25255;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;40;2097152;58309;1036;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;47232;24039;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;58309;36641;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;55;2097152;56968;51054;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47232;33930;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;48;2097152;56968;57696;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;47232;26765;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;58309;7216;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;56968;20065;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;48;2097152;47232;20761;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;58309;18708;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;56968;59528;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;47;2097152;47232;14551;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;58309;31465;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;52;2097152;56968;8221;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;47232;26831;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;47;2097152;58309;16648;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;44;2097152;56968;59611;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47232;1083;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58309;5797;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;40;2097152;56968;58076;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16452;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
81;NaN;67;1;64;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
81;NaN;67;1;64;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;45;2097152;47233;50908;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;47;2097152;56967;57051;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58308;63108;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;50;2097152;56967;39867;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;56;2097152;58308;653;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;47233;34695;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;58308;1982;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;47233;25255;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;59;2097152;56967;33592;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47233;24039;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;58308;40286;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;47;2097152;56967;60306;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;43;2097152;58308;48015;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;47233;33930;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;56967;2702;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;47233;26765;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;43;2097152;58308;23262;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;56967;7457;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;54;2097152;47233;20761;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;58308;9095;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;56967;38609;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;47233;14551;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;38;2097152;58308;10609;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;46;2097152;56967;52322;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;42;2097152;47233;26831;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;58308;8567;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;39;2097152;56967;13530;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;58;2097152;47233;1083;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16452;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;49;2097152;58308;46714;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;56967;35588;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16416;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16380;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16344;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16308;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16272;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16236;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16560;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16524;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;47232;21923;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;45;2097152;56968;57051;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;41;2097152;58309;63108;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
198;NaN;184;1;64;NaN;2440;14859;144;20;4528;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;56;2097152;56968;39867;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;51;2097152;47232;42783;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58309;653;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
98;NaN;84;1;128;NaN;14859;2440;44;20;16488;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;37;2097152;47232;24111;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;47;2097152;56968;33592;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;56;2097152;58309;1982;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;43;2097152;47232;63632;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
60;NaN;44;0;53;2097152;58309;40286;0;24;1024;NaN;NaN;NaN;NaN;NaN;NaN;1
